src,dst,relationship
406,390,follow
1096,1591,friend
867,1539,friend
1932,1863,follow
502,852,friend
1744,1812,follow
180,609,follow
560,76,follow
216,266,friend
703,384,follow
124,677,friend
1738,1997,follow
955,605,friend
898,71,friend
1963,395,follow
1550,1946,friend
1426,190,friend
1548,1873,follow
529,1894,follow
82,1205,follow
462,672,friend
918,1477,friend
615,1668,follow
892,256,follow
238,964,follow
233,620,friend
1399,1750,follow
863,1016,follow
1303,1288,follow
1545,821,friend
136,687,follow
795,323,follow
1576,134,follow
1103,476,follow
571,615,follow
1510,1766,friend
1453,1232,follow
1109,1422,follow
1505,1422,friend
515,683,friend
78,682,friend
1320,1642,follow
909,610,follow
458,149,follow
1289,77,friend
7,1970,follow
442,1898,friend
817,1021,follow
827,1709,follow
1252,949,friend
1699,1638,follow
1694,1294,follow
1494,482,follow
1535,483,follow
1602,1705,follow
1991,1288,follow
1688,1479,follow
1975,755,follow
193,1571,friend
633,1843,friend
623,1155,follow
1058,1083,friend
1340,15,follow
1842,1165,friend
1878,822,friend
37,1031,follow
183,102,follow
1802,1766,follow
1750,1576,friend
1112,565,friend
1055,31,friend
1547,493,follow
874,1905,friend
1896,647,friend
1212,792,friend
531,785,friend
1080,1781,friend
1023,1247,friend
715,1094,follow
1434,27,friend
1393,26,friend
997,26,follow
496,1730,follow
1926,489,friend
961,369,follow
28,164,follow
1403,714,follow
1803,1587,follow
1788,555,friend
1700,708,follow
1454,1433,friend
1512,657,follow
1209,848,friend
777,1191,friend
371,503,follow
1266,1382,follow
1141,155,follow
1946,1114,follow
1977,427,follow
1972,83,follow
1070,1443,follow
1696,185,follow
1794,720,follow
54,1735,follow
830,1202,friend
424,514,friend
388,857,follow
825,858,follow
353,1802,follow
296,1268,friend
229,46,follow
728,925,friend
1788,905,follow
1994,781,friend
686,1453,friend
1405,386,friend
1470,1535,friend
66,1745,friend
785,678,follow
1907,1536,friend
384,334,follow
974,1331,friend
313,1622,follow
688,745,follow
1316,1068,follow
1123,673,follow
216,1689,friend
257,1690,follow
534,278,follow
252,1346,follow
185,124,friend
584,395,follow
1862,1012,follow
1523,1546,follow
401,688,friend
1117,858,follow
1456,324,follow
210,1874,friend
554,1684,friend
1827,1957,friend
1328,1078,follow
1426,1613,follow
1744,202,follow
1030,1613,friend
1703,201,follow
56,1407,follow
775,340,friend
734,339,friend
892,1679,friend
1231,1145,friend
202,478,friend
1955,422,follow
1712,1418,follow
1707,1074,follow
267,1627,friend
1048,1438,follow
303,1284,follow
683,751,friend
84,1920,friend
48,11,friend
1913,950,friend
1519,1023,friend
1548,263,friend
493,627,friend
1479,1624,follow
1042,1623,friend
1852,674,friend
458,1572,friend
735,160,friend
52,884,friend
1232,966,friend
549,1690,follow
289,73,follow
13,175,follow
1904,83,friend
223,1705,follow
104,293,friend
161,827,friend
1033,756,friend
1377,566,follow
470,1582,follow
1473,1028,follow
514,1854,follow
1371,751,follow
1314,217,follow
373,1649,friend
1658,27,follow
751,1043,follow
11,1233,friend
1957,94,follow
1222,628,friend
1284,1506,follow
1623,972,follow
1657,556,follow
993,576,friend
258,1110,follow
1187,1573,friend
60,371,friend
218,1711,friend
932,300,follow
1675,381,friend
1828,1377,friend
1864,1034,friend
1463,690,follow
861,1588,friend
2,366,follow
1859,690,follow
1645,1670,follow
1807,500,friend
707,1121,friend
593,53,friend
1634,1511,follow
1582,1321,friend
1446,1460,friend
1384,582,friend
1389,926,follow
1824,854,friend
1146,1922,follow
358,186,friend
425,1408,follow
1920,1316,follow
953,1527,friend
1240,803,follow
464,1336,friend
552,1183,follow
368,874,follow
1675,731,follow
1107,1213,friend
799,1060,follow
1731,1794,friend
224,1125,friend
1041,593,follow
661,1126,follow
1877,865,friend
1476,521,follow
72,731,friend
1937,1670,follow
1875,792,follow
851,469,follow
1004,1465,follow
937,243,follow
1379,588,follow
1718,54,follow
1291,741,friend
415,1070,follow
790,193,follow
697,2,follow
814,1341,friend
1184,120,follow
1194,808,friend
819,1685,follow
1413,172,follow
774,1942,follow
717,1408,friend
1159,1753,friend
92,1356,friend
995,598,friend
558,597,friend
1836,1214,friend
406,203,follow
313,12,friend
523,1542,follow
1237,131,friend
409,474,follow
810,818,follow
247,1644,friend
216,79,follow
333,1418,friend
713,885,follow
703,197,follow
489,1177,follow
145,1367,friend
1681,1276,follow
1017,1296,follow
611,608,follow
1447,880,friend
1385,2,follow
989,2,follow
1827,347,follow
519,1019,follow
462,485,follow
918,1290,friend
1730,414,follow
329,895,follow
704,18,friend
1474,1922,friend
1078,1922,friend
1109,1235,follow
703,547,follow
1448,701,follow
1950,1851,follow
1503,1162,follow
145,1717,follow
1510,1579,follow
1012,1302,friend
1690,234,friend
392,1594,friend
442,1711,follow
421,834,follow
1197,301,friend
1653,1106,friend
782,1779,follow
1064,711,follow
658,23,friend
501,1537,friend
439,659,friend
134,777,follow
566,434,follow
1027,1583,friend
60,1794,follow
1032,1927,follow
1464,1584,friend
1782,173,follow
495,1722,follow
232,546,friend
1438,363,follow
42,1188,follow
1372,1995,follow
1058,896,follow
1305,773,follow
1904,1856,friend
1807,1923,friend
1649,583,friend
336,911,friend
685,1065,friend
1177,1527,friend
1891,116,follow
874,1718,follow
807,496,friend
1213,1184,friend
249,1666,follow
130,254,friend
1116,1251,follow
1520,1866,friend
59,1542,follow
1833,111,follow
33,321,friend
1489,301,friend
936,1815,follow
525,783,friend
1306,594,follow
1366,1399,friend
1798,1056,friend
798,1881,friend
824,850,friend
834,1538,follow
772,660,follow
240,799,friend
183,265,friend
1081,1415,friend
1943,656,follow
1516,1343,follow
599,1671,follow
573,450,friend
146,1137,friend
1758,876,follow
51,1277,friend
292,208,follow
44,860,friend
1661,943,follow
916,789,follow
252,809,follow
353,1615,friend
301,1425,follow
103,686,follow
1619,1471,follow
1655,1128,follow
590,804,follow
1133,1955,follow
1470,1348,follow
9,1024,follow
1648,1997,follow
1748,538,friend
5,1282,follow
1404,728,follow
1753,882,follow
409,1897,follow
1159,143,friend
560,1312,follow
1867,1169,friend
1456,137,follow
1497,138,follow
1466,825,friend
1958,1287,friend
1390,1769,follow
1328,891,follow
1025,1082,follow
1801,549,friend
801,1374,follow
842,1375,friend
1897,1011,follow
897,1836,friend
866,271,friend
1728,1764,follow
761,1975,follow
1707,887,follow
267,1440,friend
981,29,follow
637,219,follow
1144,1713,friend
1858,302,follow
1170,682,follow
1574,1297,friend
1605,610,friend
1386,1246,friend
975,214,follow
1016,215,friend
1756,25,follow
1427,1247,follow
1800,297,follow
1284,969,follow
888,969,friend
1227,435,friend
1232,779,friend
1729,1585,friend
1289,1313,follow
201,39,friend
786,692,follow
1560,86,follow
176,1672,follow
1428,98,friend
293,759,friend
1884,1873,follow
126,1585,friend
1812,307,friend
1249,1133,friend
160,1169,follow
108,979,friend
165,1513,friend
1787,1940,follow
1725,1062,follow
316,928,friend
321,1272,friend
808,1390,friend
1090,322,friend
355,856,follow
1623,785,friend
1284,1319,follow
315,1457,follow
654,923,follow
1428,317,follow
1032,317,follow
1469,318,friend
1125,508,follow
557,990,friend
1560,436,friend
1403,1950,friend
1763,41,friend
1028,575,friend
314,1986,follow
864,1672,friend
494,641,friend
1182,261,friend
1340,1601,friend
280,1621,follow
213,399,follow
767,1739,friend
1147,1206,friend
1825,138,friend
235,1878,friend
1572,446,friend
1014,1616,follow
1446,1273,follow
952,738,follow
454,461,friend
1352,1611,follow
1732,1078,friend
230,753,follow
1675,544,follow
1008,1801,follow
727,1559,friend
1195,873,friend
352,184,follow
987,924,follow
1917,77,friend
1229,457,follow
614,1093,follow
1846,1365,friend
98,1765,follow
127,1005,friend
476,1159,follow
471,815,follow
1353,1432,follow
911,1087,friend
226,230,friend
1840,1550,follow
937,56,friend
374,882,follow
317,348,follow
890,210,follow
907,1345,friend
1934,431,friend
1676,395,friend
277,949,friend
251,1980,friend
660,687,friend
1441,498,follow
558,410,friend
1898,1905,follow
1435,683,follow
380,1047,friend
872,1509,friend
461,477,friend
1400,1628,friend
1682,560,friend
1307,1437,friend
221,236,friend
1297,749,friend
307,10,friend
1554,1314,friend
181,837,follow
1650,1776,friend
683,1987,follow
53,1591,friend
994,159,friend
1985,1500,friend
925,1520,friend
1887,965,follow
1202,108,follow
1761,1792,friend
889,1863,friend
1785,688,follow
1733,498,friend
324,364,friend
272,174,friend
391,1586,follow
1602,981,follow
826,1514,follow
430,1514,follow
576,585,follow
571,241,follow
1950,1664,friend
1878,98,follow
42,651,friend
83,652,follow
1074,1993,follow
1468,1920,follow
392,1407,follow
1939,1505,friend
447,1868,follow
421,647,friend
1715,1797,friend
853,304,friend
1591,41,friend
1197,114,follow
1785,1038,friend
1931,109,follow
1103,452,friend
193,1197,friend
38,128,friend
136,663,follow
196,1468,friend
501,1350,follow
535,934,friend
248,1658,follow
1597,987,follow
490,1191,follow
469,314,friend
1274,1273,friend
1253,396,friend
188,72,friend
1740,514,friend
1776,171,friend
716,191,follow
331,380,follow
341,1068,follow
208,1478,friend
1648,925,friend
1460,874,follow
1465,1218,friend
684,1407,friend
679,1063,follow
1952,1336,follow
1546,648,friend
1489,114,friend
1895,802,follow
978,1130,friend
916,252,friend
152,1546,friend
111,1545,follow
1838,268,follow
1803,1213,friend
988,1818,friend
798,1694,follow
1168,473,follow
1670,1623,follow
1603,401,follow
1264,935,friend
142,77,friend
1138,1762,follow
680,884,friend
1511,812,friend
1891,279,friend
640,1485,follow
480,72,follow
1825,1911,follow
1409,535,friend
1286,1633,friend
1656,412,friend
1312,602,friend
916,602,follow
1189,1700,follow
1507,289,friend
261,1839,follow
1436,1577,friend
696,1767,friend
1040,1577,follow
66,1371,friend
558,1833,follow
1313,423,follow
1143,1433,friend
805,1710,follow
1672,1295,follow
617,1659,friend
273,1849,follow
1610,417,friend
656,1587,follow
1857,294,friend
215,1844,friend
1395,1926,friend
1770,1049,follow
1421,895,follow
963,17,follow
1708,171,friend
1806,706,friend
1140,653,follow
176,1135,friend
1733,1921,friend
1139,1182,follow
1672,1645,friend
268,1855,friend
1954,577,follow
1610,767,follow
1477,1177,follow
47,166,follow
513,1659,follow
1390,1932,friend
330,1952,friend
1161,1880,friend
853,1727,friend
698,658,follow
385,161,follow
228,1675,friend
1728,1927,friend
267,1603,follow
293,572,follow
1525,844,friend
1098,1531,follow
1975,1804,follow
905,1136,follow
1003,1671,follow
494,104,friend
1746,1752,friend
1443,1943,follow
944,1064,friend
1376,721,follow
1837,1870,friend
1878,1871,follow
417,1547,friend
746,325,friend
1649,1819,follow
188,1495,friend
1222,254,friend
1618,254,follow
680,1957,follow
659,1080,follow
1151,1542,friend
1032,130,follow
1987,1814,friend
526,1490,follow
1560,249,follow
552,459,friend
1966,937,follow
276,561,friend
28,1213,friend
1234,264,follow
468,1485,friend
802,607,friend
905,1486,friend
676,1434,friend
707,747,follow
1168,1896,friend
1106,1018,follow
553,280,friend
1014,1429,friend
274,1619,friend
988,208,friend
551,207,friend
993,552,follow
482,1568,friend
1829,824,friend
1925,1286,follow
1287,275,follow
115,808,friend
1409,1958,friend
328,1101,friend
1164,1373,follow
820,1563,follow
1656,1835,friend
1573,80,friend
234,1439,follow
568,561,friend
1096,680,friend
36,700,friend
1994,1830,friend
1445,834,follow
132,1162,friend
851,95,follow
1009,1435,friend
942,213,follow
477,1574,friend
1261,1656,follow
1347,1430,follow
688,1794,friend
662,573,friend
220,228,follow
32,177,follow
1990,1307,follow
1594,1307,friend
1933,773,friend
154,1860,follow
1339,34,follow
1456,1373,friend
1893,1374,follow
1430,152,friend
1932,1302,follow
963,1440,friend
221,49,follow
1773,491,friend
780,1733,friend
207,1871,follow
1153,783,follow
155,1681,friend
124,116,follow
1074,1456,friend
1738,1436,friend
621,922,friend
205,1798,friend
1509,1384,follow
1457,1194,follow
1462,1538,friend
1395,316,friend
1113,1384,follow
1882,434,friend
586,1867,follow
1918,91,friend
87,988,follow
1021,1795,friend
949,229,friend
769,793,follow
294,1466,friend
576,398,follow
581,742,friend
693,1737,friend
1500,517,follow
201,1275,follow
1169,1666,follow
99,998,follow
42,464,friend
1074,1806,follow
981,1615,follow
513,49,follow
1416,1543,friend
330,342,follow
447,1681,friend
1218,804,friend
1350,923,follow
918,1266,follow
1288,45,follow
1754,1538,follow
1785,851,friend
381,1061,follow
340,1060,follow
627,336,follow
1561,1143,friend
1504,609,friend
571,404,friend
55,1076,follow
1006,332,follow
3,886,follow
1058,522,friend
490,1004,follow
818,281,follow
1377,1965,follow
1253,209,follow
1812,1893,friend
403,1759,friend
742,1225,follow
305,1224,friend
2,1415,follow
377,538,friend
341,881,follow
614,1979,friend
1116,877,follow
20,1240,follow
1121,1221,friend
548,1359,friend
481,137,friend
830,291,follow
152,1359,friend
1546,461,friend
582,943,follow
921,409,follow
1387,1902,friend
1475,1749,friend
1700,147,friend
1459,1216,friend
337,358,friend
1397,338,friend
1178,974,friend
1675,1780,friend
1076,697,friend
737,1231,follow
1563,815,follow
508,1179,follow
107,835,friend
102,491,friend
599,1297,friend
542,763,friend
297,178,follow
1916,1842,follow
1854,964,follow
414,1517,friend
226,1466,friend
2000,35,friend
1219,224,friend
885,1102,follow
317,1584,follow
1626,1514,friend
1132,979,follow
1722,1976,follow
662,1996,follow
261,1652,friend
538,240,friend
1866,974,friend
1501,287,friend
1998,1093,follow
532,425,follow
1430,1575,follow
652,527,friend
779,302,follow
1333,1642,friend
226,1816,friend
708,1590,follow
179,2000,follow
215,1657,follow
564,1811,follow
1330,590,friend
1861,980,follow
462,1534,friend
1866,1324,friend
467,1878,follow
1730,1463,friend
1668,585,follow
1272,585,follow
1728,1390,follow
1769,1391,follow
262,722,friend
205,188,follow
155,71,friend
1581,1340,follow
1910,118,follow
805,1873,follow
514,943,friend
550,600,friend
108,255,follow
1443,1406,friend
555,944,friend
584,184,friend
1539,1868,follow
422,1354,follow
797,477,follow
458,1011,friend
1633,749,follow
1197,1350,friend
1663,591,friend
171,954,friend
715,1606,friend
1002,882,follow
1879,1155,follow
126,1211,follow
1003,1484,follow
946,950,friend
165,1139,friend
1376,534,follow
1720,344,follow
376,1359,follow
808,1016,friend
1680,945,follow
1628,755,follow
1967,221,friend
654,549,follow
1141,667,follow
1521,134,follow
1586,1283,friend
63,81,follow
956,887,follow
961,1231,follow
935,10,follow
1546,1884,friend
85,1560,follow
773,1180,follow
962,1833,friend
802,420,follow
1640,765,follow
1736,1227,follow
1674,349,friend
681,1591,follow
1512,1519,friend
1090,298,friend
173,626,follow
1613,73,follow
1972,945,friend
1261,1119,friend
855,431,follow
956,1237,follow
1675,170,friend
266,36,follow
383,1375,follow
1195,499,friend
2000,1458,follow
854,960,follow
1974,237,follow
1788,1767,follow
1010,719,follow
1005,375,friend
1507,1525,friend
1091,149,friend
1973,766,friend
1850,1864,follow
436,1386,friend
780,1196,friend
1934,57,follow
186,457,follow
1404,1777,friend
339,1453,friend
1316,1930,follow
220,41,follow
1356,399,follow
1128,1879,friend
1061,657,follow
1615,1997,friend
868,262,friend
128,452,friend
1427,1946,friend
1021,1258,follow
1396,381,follow
630,1602,follow
1456,1186,follow
52,1396,follow
432,863,follow
375,329,follow
929,1669,follow
1801,1598,friend
278,396,follow
1176,1546,friend
1119,1012,follow
1262,1320,follow
1642,787,follow
809,786,follow
1148,252,follow
205,1611,friend
986,1422,follow
1356,201,follow
965,545,follow
1509,1197,follow
1170,1731,follow
392,683,follow
1462,1351,friend
108,1678,follow
889,1489,follow
1756,1074,follow
1355,730,friend
448,1746,friend
1451,1192,follow
334,678,friend
831,1484,friend
487,1674,follow
201,1088,follow
242,1089,friend
724,863,friend
729,1207,friend
510,1843,friend
1351,207,follow
1473,1890,friend
64,1756,friend
1843,669,follow
827,961,follow
1754,1351,friend
1618,1490,follow
1900,422,friend
1941,423,friend
1991,540,friend
243,940,friend
217,1971,follow
654,1972,follow
1125,1557,follow
55,889,follow
342,165,follow
930,1089,friend
1028,1624,follow
398,1228,friend
1081,504,follow
802,1843,follow
1280,1845,friend
776,622,friend
1643,207,follow
593,915,friend
1481,1377,friend
1023,499,friend
1121,1034,friend
517,1859,friend
54,637,follow
486,294,friend
1389,1788,follow
1671,720,friend
649,1978,follow
582,756,friend
1423,1372,follow
301,514,friend
1199,1664,friend
1225,633,friend
1178,787,follow
1168,99,follow
1608,371,friend
639,509,follow
1506,94,follow
1162,284,follow
117,1336,friend
640,1111,follow
974,233,follow
881,42,follow
1820,1193,friend
1419,849,follow
5,371,follow
1911,1311,friend
846,987,follow
445,643,follow
882,644,follow
784,109,friend
1281,915,follow
978,1106,friend
1260,38,friend
106,1177,friend
1343,1793,friend
947,1793,friend
1590,1670,friend
845,1516,follow
564,1274,follow
600,931,friend
657,1465,friend
662,1809,follow
1431,859,friend
1035,859,friend
1527,1321,friend
61,653,follow
995,1460,friend
1774,1198,friend
1378,1198,friend
370,1408,follow
1149,1146,friend
1190,1147,follow
1734,1799,friend
1672,921,follow
1214,43,friend
1148,1675,follow
1934,1830,friend
1325,59,follow
153,592,friend
210,1126,follow
519,1881,friend
1673,742,friend
1678,1086,friend
704,880,follow
308,880,friend
1884,962,friend
1478,274,friend
990,685,friend
1487,1491,friend
1857,270,follow
315,546,follow
263,356,friend
698,284,friend
796,819,follow
1591,1090,friend
624,1301,friend
1575,557,follow
166,423,follow
171,767,friend
1637,1435,follow
319,1419,follow
1033,8,friend
1179,662,friend
1129,470,friend
418,644,friend
962,1296,follow
571,1640,friend
530,1639,follow
1311,1450,friend
1844,1913,friend
566,1296,friend
1725,501,follow
1096,608,follow
1209,1173,friend
818,1517,friend
813,1173,friend
1706,1979,friend
89,1896,follow
1685,1102,follow
188,1121,follow
1186,223,friend
1628,568,follow
849,830,friend
1060,1050,friend
1690,1446,follow
847,757,follow
1208,1702,friend
1490,634,friend
1089,290,friend
1870,101,friend
1146,824,follow
1586,1096,follow
1643,1630,follow
901,239,follow
156,85,follow
1336,167,follow
90,1717,follow
33,1183,friend
1645,922,follow
895,424,follow
1834,1575,friend
337,1594,friend
1674,162,follow
1491,455,follow
1259,1640,friend
1300,1641,friend
1112,1590,friend
1009,711,friend
1050,712,friend
451,1881,friend
1053,983,friend
1920,568,friend
146,1999,follow
485,1465,follow
578,1656,friend
1732,517,friend
323,383,friend
1388,707,friend
789,1876,friend
830,1877,follow
18,501,friend
1979,394,friend
728,1600,friend
666,722,friend
731,1871,friend
757,840,friend
1168,1872,follow
1994,1456,friend
1374,1748,follow
1467,1939,follow
4,1542,follow
811,322,follow
384,1009,follow
814,593,follow
186,270,friend
1595,404,follow
308,1953,follow
277,388,follow
743,1881,friend
1056,126,friend
1188,245,friend
133,609,follow
646,1948,follow
1303,3,follow
563,193,friend
1893,1000,follow
1836,466,follow
334,141,friend
31,332,friend
1989,1462,follow
872,948,follow
810,70,friend
430,603,follow
304,1430,friend
1835,995,friend
770,671,follow
436,1549,friend
333,670,follow
343,1358,friend
1986,410,friend
145,619,friend
88,85,friend
699,1959,follow
155,1307,friend
683,1426,follow
241,1081,friend
179,203,friend
621,548,follow
1457,820,friend
1447,132,follow
1051,132,friend
1959,1970,friend
550,1836,friend
540,1148,follow
519,271,friend
863,81,friend
139,804,friend
827,424,follow
1887,404,follow
1633,1985,friend
1325,1832,follow
1657,881,follow
1698,882,friend
628,214,friend
289,748,friend
633,558,friend
1412,296,friend
1909,1102,follow
1950,1103,friend
1544,415,friend
140,625,friend
104,968,follow
1372,897,friend
632,1087,follow
205,1774,follow
570,209,friend
1853,1170,friend
12,1379,follow
1509,1360,follow
752,1189,friend
1775,655,follow
1314,892,follow
1252,14,friend
1847,1355,friend
782,1031,friend
1967,1457,follow
878,1493,follow
157,979,friend
496,445,friend
1566,1113,follow
191,563,follow
1951,954,friend
120,1851,follow
901,1662,friend
552,1508,friend
1560,1298,follow
873,368,friend
1802,831,friend
1177,779,friend
270,1795,friend
640,574,follow
1491,1878,follow
1080,846,follow
1465,657,follow
1947,431,friend
553,1329,friend
90,107,follow
890,722,friend
577,225,follow
1322,379,follow
1480,1719,friend
556,1600,friend
19,1395,friend
993,1601,follow
1199,1477,follow
1225,446,friend
1951,1304,follow
855,1667,friend
1032,1119,friend
896,1668,follow
1722,1252,follow
199,50,friend
302,929,friend
1670,1062,follow
1818,1714,follow
1665,718,follow
164,995,follow
102,117,friend
112,805,follow
1167,441,friend
948,1077,friend
984,734,friend
1825,1350,follow
1854,590,friend
794,610,follow
507,1334,friend
999,1796,follow
1384,1607,follow
1317,385,follow
1713,385,follow
911,1949,follow
1626,1140,friend
793,1139,friend
662,1622,follow
32,1226,friend
6,5,friend
1902,257,friend
56,122,friend
467,1154,follow
563,1616,friend
1430,1201,follow
1034,1201,follow
1091,1735,friend
846,1150,follow
409,1149,follow
1338,1612,friend
1625,888,friend
242,1975,friend
252,411,friend
216,754,friend
1150,1561,follow
703,872,follow
687,339,follow
250,338,friend
1148,1488,follow
515,821,follow
1122,267,friend
83,1164,follow
1017,1971,follow
215,1283,follow
1390,1021,friend
1861,606,friend
837,283,friend
918,1965,follow
1673,555,follow
1616,21,friend
1759,329,follow
272,1036,follow
360,883,follow
365,1227,follow
1237,1156,follow
1915,88,friend
915,913,follow
1068,1909,follow
1787,842,follow
1037,344,friend
1873,616,friend
1883,1304,follow
78,1170,follow
73,826,friend
1544,1838,friend
1289,565,follow
847,220,follow
544,411,follow
1786,1371,friend
1882,1833,friend
812,1165,follow
853,1166,follow
698,97,follow
1140,442,friend
1254,1510,follow
1591,903,follow
1309,1971,follow
166,236,follow
567,580,follow
1059,1042,friend
1007,852,follow
658,698,follow
1494,970,friend
527,1181,friend
33,646,follow
1936,1315,follow
38,990,friend
1285,42,friend
509,575,friend
1746,1191,friend
342,1401,follow
373,714,follow
997,563,follow
1839,1382,follow
1243,570,friend
274,708,follow
654,175,follow
284,1396,friend
1922,104,follow
1638,1099,friend
865,395,follow
1926,977,follow
1363,1803,friend
577,1648,friend
1358,1459,friend
1015,339,follow
275,529,friend
1106,457,follow
803,648,follow
1973,42,friend
121,62,friend
665,714,friend
1045,181,follow
1167,1864,friend
1547,1331,follow
1829,263,follow
389,816,friend
477,663,friend
573,1125,follow
865,745,follow
1691,329,follow
1295,329,friend
1347,519,friend
1784,520,follow
882,1880,friend
481,1536,follow
1195,125,friend
326,467,friend
1747,1392,friend
286,1068,follow
625,534,follow
1065,806,friend
590,1479,friend
1066,1408,follow
1405,874,follow
1348,340,friend
1850,1490,follow
498,1890,friend
933,1818,follow
537,1818,friend
840,1627,follow
1313,1285,follow
475,940,follow
1347,869,friend
184,10,friend
1180,1695,friend
435,1541,follow
779,1351,follow
1214,1279,follow
586,956,follow
87,77,follow
185,612,friend
1083,1762,follow
529,422,follow
959,6,follow
1224,1967,follow
1893,813,friend
1399,278,friend
497,1638,friend
924,951,follow
1927,397,follow
1765,1567,friend
1354,535,follow
1020,1413,follow
335,556,friend
1856,1685,follow
1140,1515,follow
237,21,follow
212,1654,follow
202,966,follow
652,1926,follow
1017,361,friend
179,16,friend
1113,823,friend
392,309,friend
1939,407,follow
1892,561,follow
925,772,follow
1954,1439,friend
1319,699,follow
1852,1162,follow
787,838,follow
831,1110,follow
826,766,follow
628,27,friend
1140,1865,friend
729,833,follow
390,1367,follow
1565,1105,follow
109,1125,follow
1033,1244,follow
976,710,friend
1473,1516,friend
1129,1706,follow
1411,638,friend
848,1464,friend
946,1999,follow
1223,587,friend
843,1120,follow
321,1947,friend
350,1187,follow
381,500,follow
1243,1993,follow
1613,772,friend
1587,1803,friend
1941,49,friend
1967,1270,follow
649,1254,follow
690,1255,friend
1089,1526,follow
1966,1799,follow
115,1320,friend
495,787,friend
443,597,friend
930,715,friend
1367,716,follow
873,181,follow
1797,300,friend
742,664,follow
1234,1126,follow
1239,1470,friend
802,1469,friend
1278,1398,follow
650,1075,friend
588,197,follow
306,1265,friend
1491,1691,friend
1419,125,friend
1486,1347,follow
1978,1809,follow
1520,931,follow
121,1485,friend
460,951,friend
613,1947,friend
1270,2,follow
1366,464,friend
456,1209,follow
1225,259,friend
798,946,follow
1722,1065,follow
1269,531,friend
605,551,follow
1107,1701,follow
706,1357,friend
1974,1286,follow
1516,408,follow
112,618,friend
1726,1938,friend
594,392,friend
1872,1009,follow
380,1372,follow
411,685,follow
1810,131,friend
1137,1543,follow
1851,132,follow
507,1147,friend
789,79,follow
393,79,follow
1780,1420,follow
759,1368,follow
420,1902,friend
1153,1295,follow
506,1676,follow
1564,75,friend
1251,1830,friend
1342,1948,follow
626,1778,friend
230,1778,friend
600,557,friend
809,1485,friend
753,1553,follow
1928,1291,follow
524,1501,friend
133,1845,follow
9,89,friend
938,552,friend
1091,1548,friend
1247,1307,follow
1180,85,follow
1625,701,friend
221,911,follow
159,33,follow
1554,1989,follow
1487,767,friend
1984,1573,follow
996,907,follow
1889,1713,follow
392,1732,friend
27,1045,follow
87,1850,follow
918,1778,follow
949,1091,friend
1730,902,follow
1100,506,follow
709,850,follow
1297,1774,friend
576,1260,friend
1099,1035,friend
672,1722,friend
610,844,friend
1391,655,follow
1976,1308,follow
1821,239,friend
1386,311,friend
1782,311,friend
1351,1256,follow
518,1255,friend
544,224,friend
1289,378,friend
1447,1718,friend
43,1928,friend
791,101,follow
1591,716,friend
290,1805,friend
1007,665,friend
1437,249,follow
38,803,follow
1306,732,follow
571,1266,friend
1500,1729,friend
347,1558,follow
1839,1195,friend
321,337,follow
909,1261,friend
1587,193,follow
680,1209,friend
1609,1672,follow
1208,1328,follow
957,1188,follow
1653,1944,follow
218,589,follow
674,1394,friend
147,1877,follow
54,1686,friend
861,466,follow
1671,1769,friend
931,1959,follow
859,393,follow
900,394,follow
1793,1200,follow
777,1492,follow
762,460,friend
1264,1610,friend
209,1974,follow
1983,543,friend
1978,199,friend
639,1558,follow
1511,1487,friend
446,1163,friend
1542,800,friend
148,1698,friend
1886,610,friend
86,820,follow
917,748,friend
573,938,friend
953,405,follow
1829,76,follow
354,1574,follow
1008,866,friend
1732,143,friend
1696,486,follow
486,1693,follow
763,281,follow
768,625,friend
1661,1431,friend
1938,19,friend
1203,553,friend
1700,1359,friend
733,1570,friend
1067,692,friend
697,1913,follow
1132,1841,follow
939,1446,friend
569,415,friend
1744,153,friend
1066,1221,friend
1470,1836,friend
775,291,friend
1439,271,friend
441,1169,follow
1272,1097,follow
1998,1955,friend
974,1632,follow
1277,1441,follow
313,1923,friend
1113,286,friend
378,820,follow
1985,215,follow
560,1800,follow
185,425,friend
589,1040,friend
615,9,friend
804,223,follow
1867,1657,friend
1795,91,friend
1330,1452,friend
1765,1380,follow
1359,692,follow
963,692,friend
242,178,follow
734,640,friend
405,1862,friend
1611,913,follow
1986,36,follow
981,517,follow
1915,1324,friend
1452,102,follow
514,1805,friend
1037,1580,friend
1381,1390,follow
1016,703,follow
1852,975,follow
396,995,follow
852,1800,follow
664,1749,follow
263,1405,friend
258,1061,friend
755,1867,friend
786,1180,friend
729,646,follow
1971,1606,follow
1560,574,friend
1909,728,friend
880,61,follow
1575,1606,follow
202,1129,follow
694,1591,follow
1043,1745,follow
171,1816,friend
1525,1519,follow
1904,384,friend
74,1883,friend
408,1005,follow
1337,1468,friend
442,589,follow
822,56,friend
1152,1688,follow
407,1534,follow
1613,585,friend
1957,395,follow
167,1293,follow
659,1755,friend
556,876,friend
587,189,follow
1922,1340,follow
1024,190,follow
24,1015,friend
1813,616,follow
1464,462,friend
1961,1268,friend
896,944,friend
151,790,follow
99,600,follow
844,754,friend
997,1750,friend
1622,1802,friend
1737,1560,friend
1771,1144,friend
747,821,friend
778,134,follow
742,477,follow
1234,939,follow
1614,406,follow
265,1077,friend
640,200,follow
208,543,friend
203,199,friend
803,1884,follow
1541,1621,friend
1582,1622,follow
173,1488,follow
460,764,follow
116,954,follow
1446,1761,follow
988,883,follow
